Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Feature_10,Label
0.4549444761295706,-0.1502098129767344,0.4708031183301872,-0.04288364399204084,0.9647577672675505,0.322610592730943,-0.7241902820233472,0.18310766631094805,-0.2394439872885678,-0.7158466732256881,1
-0.5560821550521432,0.4810141602168033,-0.5622349832482064,-0.1331679784311899,-0.3267935306602936,-0.7306846853401019,0.9913320556071752,-0.902704005906648,0.5578659963704172,0.9020241317843047,1
-1.9129960252073142,-0.7315431583005144,-1.9062240912179647,-1.2929329060916523,-1.3053259541960112,-2.1758043094667032,1.913755919098895,-1.6971034751511898,0.9040500158168197,-0.7577272544114302,0
-0.10085126763315908,-0.5638107516212802,-0.18982751302813772,1.5755773112961944,-1.1149520316710932,0.45165816773529854,-0.01896375219283264,0.34356252870871484,-1.5483695575209837,1.1192036827607938,0
-0.4614821364556871,-0.2281793802085661,-0.4769314550100456,0.007301937363692446,0.37223263008922436,-0.4166700889460449,0.6157414498274774,-0.4048224043328194,0.10786587905903303,0.6533538048101546,1
-0.8844841802072126,0.12815869243485478,-0.9626558683090312,1.3020805255645658,-1.630033166419056,0.07121107213830535,0.20000941597350883,-0.46669994031956563,-0.8471606973204112,1.9938238566316173,0
-0.45982951256347615,-0.7625920505795792,-0.44327747993098265,0.09441139951241184,0.6602470862070727,-0.42991372139782613,0.045653050261996064,-0.3877651736429477,0.9986368856267647,-0.5257524667512955,1
-0.28437010525157586,0.893711573755801,-0.3073183749590317,0.752186482117239,-0.501162443706078,-0.8013215669202153,-0.26731782357379297,-0.14814243908083213,-0.25201165810306775,3.56194704727449,1
0.2094856528267498,1.3408767664738073,0.23417983590118296,-0.3889891513030984,0.4074001759208336,-0.267378452776794,-0.22085405469370054,-0.17674063247231364,0.197054655241658,-0.042555111571794424,1
1.4077907733292896,1.1752338443280477,1.4667641833987874,-0.9318405745354494,2.125603110836894,0.8967048949812991,-0.18082348853066543,1.2372380212544765,0.1643259486905765,-2.2589182967197305,0
0.505996070761819,0.24761131119907182,0.5181359562802771,-0.2622424622776188,0.8182187974991483,0.02141519897574229,-0.9253772508014755,0.4305314476717457,0.2535950914607291,-1.0883777690531997,1
0.39177856922229953,-1.0205630966093417,0.4109336824109817,-0.04673699494195191,0.13431559551068473,-0.12361233693586476,0.26059634458268205,-0.23545542727277619,0.11566997920551737,-0.7983584005302286,1
-0.5063970520743779,0.6082474156738519,-0.4931935505339363,-0.5176202230195529,-0.4024015279197034,0.02995141960384351,1.0343741107856999,-0.21627664118166856,0.17740491132909103,-0.3338953696021386,1
