Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Feature_10,Label
0.8012626281897217,0.4149959804203868,0.5746390901257465,0.31081302204932293,0.8368774444606022,0.5132371370889296,-0.06361156428933473,-0.5657992477138076,-0.5466457102370108,1.4153041085478213,1
1.0892518313034094,1.0228727298813267,0.5573209068601489,-0.7085131382431411,0.2539049851961107,0.559004059527228,1.1407644866239155,-0.33207624018244164,-0.7788563194745467,0.5668895093147708,1
-1.4308530051225254,-1.2019474839413522,-0.6575565772756689,-0.5197998805646254,-0.5959077683741846,-1.4150708085196158,3.3416683930691526,-0.7628662466413805,1.5786027069081126,0.12803132762259656,0
-0.38285512692122603,0.021113279965218917,-0.434022505085501,-1.6320308247211723,0.14094344005814957,-0.21062830986287662,1.2962718232025519,0.7704414646472862,0.24044252443937184,-0.8546331549776528,1
-0.3406755026828361,-0.8507736727963842,-0.12946930472768098,-0.43750872737984237,0.03707175446190797,-0.998639233377814,2.2853195721648296,-1.2185738571303026,1.8345329015769896,0.39964130295020783,0
-0.5093463142778997,0.06304154445396823,-1.0389810159465864,-0.5936182784182916,-1.0506074583015186,-0.17695567790712055,-0.8544809311604669,1.905366554558435,-0.6774905547458223,-1.533482850342734,0
-0.47138464952547654,-0.6168211979901136,-0.09262840325652032,0.07100726911507604,0.16039967211055634,-0.3444155592381771,0.2627016167351905,-0.21922398190576906,0.9104546322237674,0.017080052329461984,1
0.48781788277904214,0.3570104825357633,0.9879151353637311,3.499071417952363,0.823624646336643,0.11695353016999463,1.957215226346504,-2.0192565629581485,0.49333285943406,0.8034470430953095,0
-0.652867527872878,-0.8623963527278267,-0.5711194880808689,-1.0510656298611571,-0.19252278793900823,-0.47678162220721726,1.454311321126878,0.38709368564522884,0.12766837450520804,-0.6796405091437872,1
1.0870035521529045,1.2756610439441354,0.3561749443078122,0.6081311129816114,0.24034402517322445,1.1862269492930073,-2.254459524636376,1.052014059537059,-1.1248376713129122,-0.028279951752006594,0
-1.7106874429755439,-1.7067233822595802,-1.9104212728122145,-1.2729904752764603,-1.6806510905878143,-1.628454420079238,-0.27232416077536065,1.2627441364846446,-0.6937421633655774,-2.4166332396660604,0
-0.44189873320390705,-0.32536792256708,-0.5745350011061479,-0.2993919905600466,-1.0526205879135133,-0.5031265949892278,0.2284783082988857,0.4819161357225117,0.025753375579791238,-0.6829348934213832,1
0.7613296681507891,0.6133487408835997,0.42812284388689464,0.8195719773440265,-0.08570789950836222,0.5568888169831461,2.2933376333332975,0.021366866569955394,-0.7003519918761576,0.255637313689529,1
-0.9697559822345367,-1.5158075551546195,-0.7137483012608699,0.82355329029095,-0.520177987588405,-1.4549313685067269,2.503126284868652,-1.006598893568142,1.582543012909802,0.5444054369788263,0
-0.8485656566780351,-0.8358945908810076,-0.5733817421925792,0.7293933732869756,-0.3505029867285774,-0.4904283848821053,0.4855193415033257,0.1619443789683087,0.4725720639757829,-0.25925243841234713,1
-0.09125235793827538,-0.07689571903034159,-0.9147964545848326,-0.06325795186104344,-1.5472707048199168,-0.03276990655086912,-0.39091963854106715,2.2720554370540382,-1.7539659352214132,-1.5192950971006831,0
1.745744378104576,1.753816452064084,1.6773328245713555,2.7575101374402493,1.564736665177467,1.915128556627919,-1.2174150086877735,-0.23648379735223252,-1.310744964700532,1.186580649855124,0
-0.9275259369501283,-0.4155161994193012,-1.4065868048826047,-0.6166482338736576,-1.5923241381463946,-0.6457628109931849,-0.4990492007212123,1.6732934412971154,-1.2830841713251884,-2.3071728303173646,0
-0.16459723809303528,-0.3517304082577939,0.3413962040021387,-0.11860081219121454,0.22083618088475274,0.08891310875350188,2.0246675002531185,-0.7081249406547863,0.08686076150921812,0.7194668328589457,1
